Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Сервопривод направления] Код ошибки,[Сервопривод возвышения] Код ошибки,[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
219.832,1,0.01033349,0.05683839,0.001495397,-0.02319793,-0.01939084,-0.003291488,-0.02658883,-0.01439326,-0.003264189,1.00372,0.108213,0.05799596,0.3849492,-2034.083,-405.6857,0.1047821,2074.145,6246.37,2.760801,0,-0.1746979,0,55878004,37542623,197.5429,1769.902,1770.086,0.4658969,-32.1101,-9.30703,0.006939437,33.43171,33.43171,0.01189291,196.1641,-27.42459,14.02003,14.02449,0.2833726,-32.1101,-9.30703,0.006939437,33.43171,33.43171,-0.4935147,-27.42459,348.7646,1.327837,1.514193,2.691251,1.693385,1.799452,6011980,339830,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7646,0,0.1047821,5,120.3541,0,0.006939437,0,1.514193,0,1.327837,0,348.7646,0,0.01189291,7.506486,-27.42459,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.841,1,-0.0835528,0.02171715,0.03775534,-0.02283481,-0.02178935,-0.00294894,-0.02669681,-0.0168174,-0.002993345,1.003489,0.108213,0.05799596,0.3849492,-2034.404,-405.7788,0.1048584,2074.478,6246.37,2.760801,0,-0.1746979,0,55878001,37542621,197.543,1770.011,1770.194,0.4679599,-32.11271,-9.30872,0.007225626,33.43468,33.43468,0.01238229,196.1657,-27.42573,14.0206,14.02505,0.2840525,-32.11271,-9.30872,0.007225626,33.43468,33.43468,-0.4945368,-27.42573,348.765,1.32804,1.513343,2.691416,1.693578,1.799643,6011980,339840,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.765,0,0.1048584,5,120.3649,0,0.007225626,0,1.513343,0,1.32804,0,348.765,0,0.01238229,7.505465,-27.42573,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.851,1,-0.04385823,0.004923107,0.006075748,-0.02661523,-0.02027971,-0.0003671646,-0.03006542,-0.01468278,-0.000285387,1.000845,0.108213,0.05799596,0.3849492,-2034.726,-405.8719,0.1049347,2074.811,6246.37,2.760801,0,-0.1746979,0,55877998,37542620,197.543,1770.119,1770.303,0.4700322,-32.11565,-9.3102,0.007246022,33.43792,33.43792,0.01241604,196.1667,-27.42666,14.02116,14.02562,0.2847316,-32.11565,-9.3102,0.007246022,33.43792,33.43792,-0.4947886,-27.42666,348.7651,1.328082,1.512883,2.691581,1.693772,1.799834,6011980,339850,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7651,0,0.1049347,5,120.3765,0,0.007246022,0,1.512883,0,1.328082,0,348.7651,0,0.01241604,7.505213,-27.42666,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.861,1,-0.09996507,0.06217515,0.04538882,-0.0255944,-0.01873954,6.657839E-05,-0.02875008,-0.01338125,0.0001654625,1.000337,0.101213,0.0563293,0.3752826,-2035.047,-405.9651,0.105011,2075.144,6246.37,2.760801,0,-0.1746979,0,55877995,37542619,197.5431,1770.227,1770.411,0.4721138,-32.11846,-9.311552,0.007222165,33.441,33.441,0.01237402,196.1676,-27.42705,14.02173,14.02619,0.2854099,-32.11846,-9.311552,0.007222165,33.441,33.441,-0.4957365,-27.42705,348.7657,1.328687,1.511871,2.691746,1.693965,1.800025,6011980,339860,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7657,0,0.105011,5,120.3876,0,0.007222165,0,1.511871,0,1.328687,0,348.7657,0,0.01237402,7.504265,-27.42705,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.872,1,-0.1163774,0.02744202,-0.01873334,-0.02224055,-0.01785193,-0.003185987,-0.02534764,-0.01306344,-0.003139615,1.003545,0.101213,0.0563293,0.3752826,-2035.368,-406.0582,0.1050873,2075.477,6246.37,2.760801,0,-0.1746979,0,55877992,37542617,197.5432,1770.336,1770.52,0.4742047,-32.12093,-9.312873,0.007522707,33.44374,33.44374,0.01288789,196.1686,-27.42816,14.0223,14.02676,0.2860874,-32.12093,-9.312873,0.007522707,33.44374,33.44374,-0.4957477,-27.42816,348.7655,1.327956,1.51147,2.691909,1.693429,1.79934,6011980,339870,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7655,0,0.1050873,5,120.3975,0,0.007522707,0,1.51147,0,1.327956,0,348.7655,0,0.01288789,7.504253,-27.42816,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.881,1,-0.05225017,0.009114898,-0.01606127,-0.02182037,-0.01675837,-0.002691507,-0.024716,-0.01209338,-0.002625942,1.003003,0.101213,0.0563293,0.3752826,-2035.689,-406.1514,0.1051636,2075.811,6246.37,2.760801,0,-0.1746979,0,55877990,37542616,197.5433,1770.444,1770.628,0.4763048,-32.12335,-9.314098,0.00777283,33.4464,33.4464,0.01331535,196.1694,-27.42916,14.02287,14.02732,0.2867642,-32.12335,-9.314098,0.00777283,33.4464,33.4464,-0.4964746,-27.42916,348.7654,1.328047,1.510921,2.692074,1.693622,1.799531,6011980,339880,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7654,0,0.1051636,5,120.4071,0,0.00777283,0,1.510921,0,1.328047,0,348.7654,0,0.01331535,7.503527,-27.42916,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.891,1,0.06072701,-0.02599961,-0.02140477,-0.02282421,-0.01630449,0.001555741,-0.02554192,-0.01159091,0.00165391,0.9987401,0.101213,0.0563293,0.3752826,-2036.01,-406.2445,0.1052399,2076.144,6246.37,2.760801,0,-0.1746979,0,55877987,37542614,197.5433,1770.553,1770.736,0.4784141,-32.12584,-9.315275,0.007602876,33.44913,33.44913,0.01302314,196.1702,-27.43008,14.02343,14.02789,0.2874402,-32.12584,-9.315275,0.007602876,33.44913,33.44913,-0.4956545,-27.43008,348.7652,1.327788,1.5115,2.692239,1.693816,1.799721,6011980,339890,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7652,0,0.1052399,5,120.4169,0,0.007602876,0,1.5115,0,1.327788,0,348.7652,0,0.01302314,7.504347,-27.43008,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.902,1,0.02408575,-0.01645764,-0.02865674,-0.02390859,-0.02053815,-0.002173245,-0.02749649,-0.01541387,-0.002159595,1.002655,0.101213,0.0563293,0.3752826,-2036.332,-406.3377,0.1053162,2076.477,6246.37,2.760801,0,-0.1746979,0,55877984,37542613,197.5434,1770.661,1770.845,0.4805326,-32.12853,-9.316827,0.007807224,33.45214,33.45214,0.01337197,196.1714,-27.43162,14.024,14.02846,0.2881154,-32.12853,-9.316827,0.007807224,33.45214,33.45214,-0.4957103,-27.43162,348.765,1.327626,1.511711,2.692403,1.69401,1.799911,6011980,339900,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.765,0,0.1053162,5,120.4277,0,0.007807224,0,1.511711,0,1.327626,0,348.765,0,0.01337197,7.504291,-27.43162,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.912,1,-0.03202116,0.01025997,-0.04468726,-0.02343763,-0.02028028,-0.002502501,-0.0269869,-0.01523828,-0.002492785,1.002972,0.101213,0.0563293,0.3752826,-2036.653,-406.4309,0.1053925,2076.81,6246.37,2.760801,0,-0.1746979,0,55877981,37542611,197.5435,1770.77,1770.953,0.4826602,-32.13117,-9.318361,0.008044274,33.4551,33.4551,0.01377676,196.1727,-27.4333,14.02457,14.02902,0.2887899,-32.13117,-9.318361,0.008044274,33.4551,33.4551,-0.4963181,-27.4333,348.7645,1.327736,1.511357,2.692568,1.694204,1.800102,6011980,339910,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7645,0,0.1053925,5,120.4384,0,0.008044274,0,1.511357,0,1.327736,0,348.7645,0,0.01377676,7.503683,-27.4333,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.922,1,-0.02934938,0.02171031,-0.02254989,-0.02431156,-0.01920263,0.002569616,-0.0275434,-0.01416599,0.002624214,0.9978565,0.1038797,0.05432929,0.3752826,-2036.974,-406.5242,0.1054688,2077.144,6246.37,2.760801,0,-0.1746979,0,55877978,37542610,197.5436,1770.878,1771.062,0.484797,-32.13386,-9.319791,0.007779078,33.45809,33.45809,0.0133214,196.1738,-27.4345,14.02513,14.02959,0.2894636,-32.13386,-9.319791,0.007779078,33.45809,33.45809,-0.494641,-27.4345,348.7644,1.326729,1.511979,2.692731,1.693668,1.799416,6011980,339920,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7644,0,0.1054688,5,120.4491,0,0.007779078,0,1.511979,0,1.326729,0,348.7644,0,0.0133214,7.505361,-27.4345,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.932,1,-0.05987779,0.02093882,-0.02369451,-0.02463932,-0.01977664,0.001009107,-0.02800393,-0.01461474,0.001057446,0.9994419,0.1038797,0.05432929,0.3752826,-2037.296,-406.6174,0.1047058,2077.477,6246.37,2.757246,0,-0.009811401,0,55877975,37542608,197.5428,1770.986,1771.17,0.4655512,-32.1366,-9.321264,0.007295149,33.46113,33.46113,0.01249155,196.1749,-27.43579,14.0257,14.03016,0.2832522,-32.1366,-9.321264,0.007295149,33.46113,33.46113,-0.4942431,-27.43579,348.7642,1.32694,1.511352,2.692896,1.693861,1.799607,6011980,339930,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7642,0,0.1047058,5,120.4601,0,0.007295149,0,1.511352,0,1.32694,0,348.7642,0,0.01249155,7.505758,-27.43579,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.942,1,-0.0552976,0.01788549,-0.0004121314,-0.02313357,-0.01896323,0.004665852,-0.02630467,-0.01422202,0.004698813,0.9957503,0.1038797,0.05432929,0.3752826,-2037.617,-406.7107,0.1047821,2077.811,6246.37,2.757246,0,-0.009811401,0,55877972,37542607,197.5429,1771.095,1771.279,0.4676125,-32.13917,-9.322699,0.006826324,33.464,33.464,0.01168777,196.176,-27.43686,14.02627,14.03072,0.2839322,-32.13917,-9.322699,0.006826324,33.464,33.464,-0.4938224,-27.43686,348.7642,1.327114,1.510776,2.693061,1.694055,1.799798,6011980,339940,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7642,0,0.1047821,5,120.4704,0,0.006826324,0,1.510776,0,1.327114,0,348.7642,0,0.01168777,7.506178,-27.43686,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.952,1,-0.02018315,0.06941212,0.03851924,-0.02386384,-0.01839541,0.001565039,-0.0269605,-0.01343295,0.001632094,0.9988222,0.1038797,0.05432929,0.3752826,-2037.938,-406.8039,0.1048431,2078.144,6246.37,2.757246,0,-0.009811401,0,55877969,37542605,197.5429,1771.203,1771.387,0.4696831,-32.14181,-9.324056,0.006658504,33.46691,33.46691,0.01139945,196.177,-27.4374,14.02683,14.03129,0.2846115,-32.14181,-9.324056,0.006658504,33.46691,33.46691,-0.4942177,-27.4374,348.7646,1.327793,1.51056,2.693226,1.694248,1.799989,6011980,339950,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7646,0,0.1048431,5,120.4809,0,0.006658504,0,1.51056,0,1.327793,0,348.7646,0,0.01139945,7.505783,-27.4374,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.962,1,-0.03506865,0.1026183,0.0007330094,-0.02510565,-0.01637067,0.001924813,-0.02777301,-0.01121634,0.002074301,0.9983751,0.1038797,0.05432929,0.3752826,-2038.26,-406.8972,0.1049042,2078.478,6246.37,2.757246,0,-0.009811401,0,55877966,37542604,197.543,1771.312,1771.496,0.4717631,-32.14452,-9.325195,0.006447278,33.46983,33.46983,0.01103686,196.1776,-27.43793,14.0274,14.03186,0.2852899,-32.14452,-9.325195,0.006447278,33.46983,33.46983,-0.4949157,-27.43793,348.7647,1.328814,1.510187,2.69339,1.694442,1.80018,6011980,339960,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7647,0,0.1049042,5,120.4914,0,0.006447278,0,1.510187,0,1.328814,0,348.7647,0,0.01103686,7.505085,-27.43793,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.972,1,-0.08621371,0.08124414,-0.01720607,-0.02258019,-0.01763941,-0.001712382,-0.02560939,-0.01283688,-0.001652718,1.002062,0.1038797,0.05432929,0.3752826,-2038.581,-406.9905,0.1049652,2078.811,6246.37,2.757246,0,-0.009811401,0,55877964,37542602,197.5431,1771.42,1771.604,0.4738523,-32.14703,-9.326494,0.006601867,33.4726,33.4726,0.01130056,196.1785,-27.43897,14.02797,14.03242,0.2859676,-32.14703,-9.326494,0.006601867,33.4726,33.4726,-0.4949212,-27.43897,348.7646,1.328604,1.510265,2.693554,1.693905,1.799495,6011980,339970,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7646,0,0.1049652,5,120.5014,0,0.006601867,0,1.510265,0,1.328604,0,348.7646,0,0.01130056,7.50508,-27.43897,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.982,1,-0.06521508,-6.038638E-05,0.009511968,-0.02346474,-0.01731047,-0.002139688,-0.0264274,-0.0123296,-0.002050281,1.002475,0.1125463,0.06299596,0.3786159,-2038.903,-407.0838,0.1050262,2079.145,6246.37,2.757246,0,-0.009811401,0,55877961,37542601,197.5431,1771.529,1771.713,0.4759507,-32.14961,-9.327744,0.006795477,33.47543,33.47543,0.01163098,196.1794,-27.43967,14.02853,14.03299,0.2866445,-32.14961,-9.327744,0.006795477,33.47543,33.47543,-0.4955313,-27.43967,348.7647,1.328596,1.509592,2.693719,1.694098,1.799686,6011980,339980,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7647,0,0.1050262,5,120.5115,0,0.006795477,0,1.509592,0,1.328596,0,348.7647,0,0.01163098,7.50447,-27.43967,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.15006,2.0304,0x00000000,19.7207,98,0,0x00000000,0
219.992,1,0.01646434,-0.0195261,-0.03285446,-0.02113272,-0.01801257,-0.001517117,-0.02426986,-0.01349763,-0.001500726,1.001886,0.1125463,0.06299596,0.3786159,-2039.224,-407.1771,0.1050873,2079.478,6246.37,2.757246,0,-0.009811401,0,55877958,37542599,197.5432,1771.637,1771.821,0.4780584,-32.15198,-9.329107,0.006935145,33.47808,33.47808,0.0118691,196.1805,-27.44108,14.0291,14.03356,0.2873206,-32.15198,-9.329107,0.006935145,33.47808,33.47808,-0.49549,-27.44108,348.7645,1.328405,1.509726,2.693884,1.694292,1.799876,6011980,339990,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7645,0,0.1050873,5,120.5211,0,0.006935145,0,1.509726,0,1.328405,0,348.7645,0,0.0118691,7.504511,-27.44108,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.7207,98,0,0x00000000,0
220.002,1,0.06608265,0.03276414,-0.02369417,-0.02110628,-0.01730532,0.0006793141,-0.02406356,-0.01288114,0.0007123947,0.9996603,0.1125463,0.06299596,0.3786159,-2039.546,-407.2704,0.1051636,2079.812,6246.37,2.757246,0,-0.009811401,0,55877955,37542598,197.5433,1771.746,1771.93,0.4801753,-32.15433,-9.33041,0.00685759,33.48071,33.48071,0.01173545,196.1815,-27.4423,14.02967,14.03412,0.287996,-32.15433,-9.33041,0.00685759,33.48071,33.48071,-0.4953156,-27.4423,348.7643,1.328734,1.510359,2.694048,1.694486,1.800067,6011980,340000,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7643,0,0.1051636,5,120.5305,0,0.00685759,0,1.510359,0,1.328734,0,348.7643,0,0.01173545,7.504685,-27.4423,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.7207,98,0,0x00000000,0
220.012,1,-0.0697953,0.04306952,-0.0336177,-0.02275649,-0.01985388,0.001503885,-0.02616199,-0.01507171,0.001506805,0.9989495,0.1125463,0.06299596,0.3786159,-2039.867,-407.3638,0.1052246,2080.145,6246.37,2.757246,0,-0.009811401,0,55877952,37542596,197.5433,1771.854,1772.038,0.4823013,-32.15689,-9.331928,0.00670206,33.48358,33.48358,0.0114683,196.1828,-27.44382,14.03023,14.03469,0.2886706,-32.15689,-9.331928,0.00670206,33.48358,33.48358,-0.4942044,-27.44382,348.764,1.328021,1.510702,2.694211,1.693949,1.799382,6011980,340010,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.764,0,0.1052246,5,120.5409,0,0.00670206,0,1.510702,0,1.328021,0,348.764,0,0.0114683,7.505797,-27.44382,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.7207,98,0,0x00000000,0
220.022,1,-0.1751321,0.004512071,-0.04430446,-0.0245298,-0.02138644,0.0002050996,-0.02822468,-0.01617945,0.0002102256,1.000319,0.1125463,0.06299596,0.3786159,-2040.189,-407.4571,0.1052856,2080.479,6246.37,2.757246,0,-0.009811401,0,55877949,37542595,197.5434,1771.963,1772.147,0.4844364,-32.15965,-9.333555,0.006673791,33.48668,33.48668,0.01141887,196.1841,-27.44558,14.0308,14.03525,0.2893445,-32.15965,-9.333555,0.006673791,33.48668,33.48668,-0.4949636,-27.44558,348.7636,1.328073,1.508917,2.694376,1.694143,1.799573,6011980,340020,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7636,0,0.1052856,5,120.5521,0,0.006673791,0,1.508917,0,1.328073,0,348.7636,0,0.01141887,7.505038,-27.44558,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.7207,98,0,0x00000000,0
220.032,1,-0.08581907,0.0006952566,-0.04621297,-0.02529833,-0.01987558,-0.0005680323,-0.02869862,-0.01453246,-0.0005043745,1.001021,0.1125463,0.06299596,0.3786159,-2040.511,-407.5505,0.0967865,2080.813,6246.37,2.803842,0,-0.09945679,0,55877946,37542593,197.5349,1772.071,1772.255,0.4652346,-32.16245,-9.33502,0.002944748,33.48978,33.48978,0.005038004,196.1852,-27.44687,14.03137,14.03582,0.2831504,-32.16245,-9.33502,0.002944748,33.48978,33.48978,-0.4889596,-27.44687,348.7632,1.328087,1.508025,2.694541,1.694337,1.799763,6011980,340030,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7632,0,0.0967865,5,120.5632,0,0.002944748,0,1.508025,0,1.328087,0,348.7632,0,0.005038004,7.511042,-27.44687,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.7207,98,0,0x00000000,0
