Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
413.238,6,-23.97466,7.826756,25.63939,0.1500622,-0.003091194,0.05622399,-0.1334807,-0.0624292,0.0640316,0.9474955,-0.1576877,0.1710417,0.4739318,-10.00792,3.675018,0.04008484,10.66134,4.57653,3.130906,0.2970019,0.1668701,0.09102371,56050673,37469786,219.4727,0.3758566,0.3758551,0.3191051,0.1800378,0.8383775,-0.2953693,0.8574908,0.9069363,-19.00666,77.88007,-44.80964,0.2234394,0.2222962,0.1888039,0.3310833,0.642331,-0.2953693,0.7226377,0.7806717,27.1402,-30.50226,207.1388,-3.129653,4.081711,2.627395,0.5181107,0.5173585,10122021,80358051,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.8752,207.1388,0.04008484,0.04008484,20,2.810418,-0.3049555,-0.2953693,-11.64643,4.081711,-0.3048801,-3.129653,207.8196,207.1388,0,-22.23169,35.14021,-30.50226,35.89251,0,0,37.55977,34.8164,31.3161,39.87775,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-29.11586,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.98737,0,0x00000000,19.99075,99,0,0x00000000,0
413.248,6,-24.45315,7.384444,25.8506,0.1029305,0.03448042,0.09383118,-0.07334206,-0.07176767,0.1014143,0.9044238,-0.1576877,0.1710417,0.4739318,-10.00616,3.683366,0.03707886,10.66257,4.57653,3.130906,0.2970019,0.1668701,0.09102371,56050674,37469786,219.4697,0.3768161,0.3768139,0.3200484,0.172838,0.8313338,-0.3053227,0.8491107,0.9023364,-19.77754,78.25527,-44.70918,0.2247671,0.2235915,0.1896801,0.3238836,0.6352873,-0.3053227,0.7130852,0.7757013,27.89372,-30.32206,207.4022,-3.073812,3.822949,2.627581,0.5183547,0.5175937,10122021,80358061,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.8299,207.4022,0.03707886,0.03707886,20,2.792525,-0.3049555,-0.3053227,-11.64643,3.822949,-0.3048801,-3.073812,208.0498,207.4022,0,-23.17923,35.89372,-30.32206,36.08663,0,0,37.89113,34.88044,31.46711,40.10784,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-29.11586,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.98737,0,0x00000000,19.99075,99,0,0x00000000,0
413.258,6,-25.8925,5.157549,24.80848,0.1201737,-0.03750468,0.06758493,-0.1218272,-0.01906436,0.07134861,0.9368004,-0.1576877,0.1710417,0.4739318,-10.00449,3.69167,0.03399658,10.66387,4.57653,3.130906,0.2970019,0.1668701,0.09102371,56050674,37469786,219.4666,0.3777877,0.3777846,0.3210005,0.1608793,0.8294631,-0.3123251,0.8449208,0.9007986,-20.28684,79.02345,-45.06949,0.22608,0.2249085,0.1905563,0.3119249,0.6334165,-0.3123251,0.706055,0.7720496,28.40269,-30.71207,207.6535,-3.038307,3.55065,2.62776,0.5185939,0.5178384,10122021,80358071,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.785,207.6535,0.03399658,0.03399658,20,2.779378,-0.3049555,-0.3123251,-12.13424,3.55065,-0.3048801,-3.038307,208.28,207.6535,0,-23.86232,36.40269,-30.71207,36.19917,0,0,37.91525,35.21415,31.68715,39.98016,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-30.33537,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.98737,0,0x00000000,19.99075,99,0,0x00000000,0
413.269,6,-29.15204,2.14289,24.41875,0.07586678,0.1917044,-0.006299019,0.02374525,-0.2072049,0.009086013,1.012621,-0.1576877,0.1710417,0.4739318,-9.970593,3.712353,0.01487732,10.63928,4.57653,3.130906,0.3039725,0.1668701,0.09102371,56050674,37469787,219.4475,0.3689776,0.3689779,0.3191347,0.1967728,0.8235914,-0.3316661,0.8467717,0.909409,-21.38943,76.56277,-42.49657,0.215882,0.2147649,0.1847382,0.3478183,0.6275449,-0.3316661,0.7174888,0.7904382,29.11454,-27.96624,207.8989,-3.031402,3.246159,2.625618,0.5127153,0.5121135,10122021,80358081,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.6176,207.8989,0.01487732,0.01487732,20,2.845577,-0.3049555,-0.3316661,-12.5001,3.246159,-0.3048801,-3.031402,208.5102,207.8989,0,-24.80919,37.11454,-27.96624,36.56089,0,0,38.38913,35.66047,32.09405,40.09992,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-31.25,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.98737,0,0x00000000,19.99075,99,0,0x00000000,0
413.278,6,-31.03111,-1.521129,23.53744,0.1037438,0.03870238,0.03888702,-0.07084051,-0.0823141,0.04629517,0.9598649,-0.1576877,0.1710417,0.4739318,-9.96866,3.720548,0.01153564,10.64033,4.105731,2.84843,0.3039725,0.1668701,0.09102371,56050674,37469787,219.4442,0.3698729,0.369873,0.3200463,0.1898186,0.8155125,-0.3362094,0.8373122,0.9022907,-21.87715,76.89716,-42.55014,0.2172362,0.2160809,0.1856302,0.3408641,0.619466,-0.3362094,0.7070548,0.7829196,29.54919,-27.89183,208.1461,-3.020899,2.915958,2.625711,0.5129545,0.5124167,10122021,80358091,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.5727,208.1461,0.01153564,0.01153564,20,2.818511,-0.3049555,-0.3362094,-12.5001,2.915958,-0.3048801,-3.020899,208.7404,208.1461,0,-25.43141,37.54919,-27.89183,36.65282,0,0,38.56507,35.90792,32.29007,39.84824,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-31.25,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.98737,0,0x00000000,19.99075,99,0,0x00000000,0
413.288,6,-32.76376,-4.310198,24.08102,0.1793936,0.01128776,0.03514206,-0.1497447,-0.09476966,0.04513276,0.9711693,-0.1576877,0.1710417,0.4739318,-9.966836,3.728657,0.008148193,10.64146,4.105731,2.84843,0.3039725,0.1668701,0.09102371,56050674,37469787,219.4408,0.3707797,0.3707795,0.3209666,0.1751197,0.8062111,-0.3406386,0.8250111,0.8925682,-22.43523,77.74498,-43.00787,0.2185937,0.2174146,0.1865217,0.3261653,0.6101646,-0.3406386,0.6918703,0.7711804,30.19719,-28.22246,208.3849,-3.075499,2.575641,2.625863,0.5131764,0.5127068,10122021,80358101,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.5284,208.3849,0.008148193,0.008148193,20,2.776249,-0.3049555,-0.3406386,-12.80498,2.575641,-0.3048801,-3.075499,208.9706,208.3849,0,-26.21309,38.19719,-28.22246,36.72712,0,0,38.8653,35.96246,32.24032,39.8404,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.0122,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.298,6,-35.21333,-6.822736,25.78296,0.09206571,0.03646587,0.03731292,-0.06015132,-0.07599618,0.04374909,0.9611455,-0.2250211,0.1023751,0.5002652,-9.965114,3.736682,0.004714966,10.64266,4.105731,2.84843,0.3039725,0.1668701,0.09102371,56050674,37469787,219.4374,0.3716981,0.3716975,0.3218955,0.1692147,0.7987524,-0.3449321,0.8164796,0.8863504,-22.90224,78.03882,-43.04961,0.219946,0.2187282,0.1874079,0.3202603,0.6027058,-0.3449321,0.6825108,0.7647216,30.66051,-28.14253,208.6401,-3.154441,2.209664,2.626007,0.5133923,0.513011,10122021,80358111,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.4848,208.6401,0.004714966,0.004714966,20,2.752998,-0.3049555,-0.3449321,-12.98791,2.209664,-0.3048801,-3.154441,209.2008,208.6401,0,-26.81145,38.66051,-28.14253,36.80548,0,0,39.42377,35.759,32.01796,40.02119,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.46951,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.308,6,-38.27489,-8.202047,26.60645,0.0053964,0.3370721,-0.01579052,0.1598574,-0.3011162,-0.003644705,1.05996,-0.2250211,0.1023751,0.5002652,-9.963344,3.744521,-0.0008850098,10.64376,4.105731,2.84843,0.3039725,-0.05383301,0.09102371,56050674,37469787,219.4318,0.3726284,0.3726271,0.3163073,0.1849042,0.7691974,-0.3452025,0.7911095,0.8631448,-23.57417,76.48337,-41.49358,0.2214435,0.2200144,0.1873427,0.3359497,0.5731509,-0.3452025,0.6643524,0.7486848,31.1723,-25.92224,208.9035,-3.245759,1.812229,2.626092,0.513606,0.5133228,10122021,80358121,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.442,208.9035,-0.0008850098,-0.0008850098,20,2.695265,-0.3049555,-0.3452025,-12.98791,1.812229,-0.3048801,-3.245759,209.431,208.9035,0,-27.45673,39.17231,-25.92224,36.81473,0,0,39.79358,35.53607,31.93579,39.99348,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.46951,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.318,6,-40.44985,-8.751534,26.49272,0.02552237,0.1242055,-0.04434437,0.0390293,-0.1259385,-0.03931975,1.047643,-0.2250211,0.1023751,0.5002652,-9.961475,3.752151,-0.004318237,10.6447,4.105731,2.829813,0.3039725,-0.05383301,0.09102371,56050674,37469787,219.4283,0.3735706,0.3735686,0.3172348,0.1887341,0.7568367,-0.3413425,0.7800143,0.8514323,-23.6347,75.99762,-41.0983,0.2228634,0.2213391,0.1882283,0.3397797,0.5607901,-0.3413425,0.6556949,0.7392229,31.09193,-25.21417,209.1664,-3.34066,1.392653,2.626234,0.5138199,0.513639,10122021,80358131,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.4001,209.1664,-0.004318237,-0.004318237,20,2.661202,-0.3049555,-0.3413425,-13.10986,1.392653,-0.3048801,-3.34066,209.6612,209.1664,0,-27.50065,39.09193,-25.21417,36.73609,0,0,39.84623,35.4003,31.9211,39.77674,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.77439,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.328,6,-43.00603,-8.518682,25.57374,0.035466,-0.0182412,-0.04385215,-0.03905449,-0.006471477,-0.04204369,1.042788,-0.2250211,0.1023751,0.5002652,-9.959607,3.759717,-0.007705688,10.64562,4.105731,2.829813,0.3039725,-0.05383301,0.09102371,56050674,37469787,219.4249,0.3745249,0.3745221,0.3181712,0.1848999,0.756202,-0.3372152,0.7784789,0.848377,-23.42091,76.26013,-41.4576,0.2242168,0.2226791,0.1891127,0.3359454,0.5601555,-0.3372152,0.6531718,0.7350834,30.75338,-25.5223,209.4208,-3.431063,0.9475883,2.626379,0.5140364,0.5139539,10122021,80358141,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.3585,209.4208,-0.007705688,-0.007705688,20,2.6463,-0.3049555,-0.3372152,-13.10986,0.9475883,-0.3048801,-3.431063,209.8913,209.4208,0,-27.30611,38.75338,-25.5223,36.65832,0,0,39.75801,35.35308,32.1087,39.41349,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.77439,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.338,6,-45.01783,-8.771264,23.6736,0.08824162,-0.1168562,-0.05083823,-0.1340017,0.05299082,-0.04684603,1.056709,-0.2250211,0.1023751,0.5002652,-9.957824,3.767305,-0.01104736,10.64664,4.105731,2.829813,0.3039725,-0.05383301,0.09102371,56050674,37469788,219.4216,0.3754915,0.3754876,0.3191166,0.1717463,0.7614037,-0.3326165,0.7805334,0.8484493,-23.0808,77.2888,-42.53537,0.2255356,0.2240402,0.1899969,0.3227919,0.5653571,-0.3326165,0.6510171,0.7310658,30.33114,-26.69965,209.6569,-3.521736,0.4831157,2.626525,0.5142547,0.5142692,10122021,80358151,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.3169,209.6569,-0.01104736,-0.01104736,20,2.631837,-0.3049555,-0.3326165,-13.10986,0.4831157,-0.3048801,-3.521736,210.1215,209.6569,0,-27.06332,38.33114,-26.69965,36.57085,0,0,39.468,35.51988,32.45499,38.84054,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.77439,-0.7621944,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.348,6,-45.14624,-9.576245,23.4591,0.1619832,-0.105246,-0.02174342,-0.1909948,0.007197671,-0.01207185,1.029953,-0.2250211,0.1023751,0.5002652,-9.9562,3.774922,-0.01437378,10.64781,4.105731,2.829813,0.3039725,-0.05383301,0.09102371,56050674,37469788,219.4183,0.3764704,0.3764652,0.320071,0.1529987,0.7621107,-0.331431,0.7773167,0.8450253,-23.09235,78.64841,-43.75234,0.2268615,0.2254017,0.190879,0.3040442,0.5660641,-0.331431,0.6425508,0.7229924,30.34983,-27.97348,209.8916,-3.618533,0.01706275,2.62667,0.5144726,0.5145893,10122021,80358161,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.2756,209.8916,-0.01437378,-0.01437378,20,2.602773,-0.3049555,-0.331431,-13.10986,0.01706275,-0.4878082,-3.618533,210.3517,209.8916,0,-27.28492,38.34983,-27.97348,36.54991,0,0,39.48871,35.47531,32.5237,38.71191,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.77439,-1.219511,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.358,6,-44.21627,-9.493215,25.0717,0.1397878,-0.07099257,0.01843899,-0.1525303,-0.0108225,0.02760154,0.9843411,-0.2793544,0.1247084,0.5202652,-9.954745,3.782538,-0.0177002,10.64916,4.105731,2.829813,0.3039725,-0.05383301,0.09102371,56050674,37469788,219.4149,0.3774617,0.3774551,0.3210346,0.1380265,0.7610489,-0.3341396,0.7734641,0.8425533,-23.36454,79.72038,-44.60211,0.2281812,0.2267395,0.1917557,0.289072,0.5650023,-0.3341396,0.6346576,0.7172444,30.62171,-28.86624,210.1432,-3.712548,-0.4411647,2.626813,0.5146908,0.5149103,10122021,80358171,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.2346,210.1432,-0.0177002,-0.0177002,20,2.58208,-0.3049555,-0.3341396,-13.10986,-0.4411647,-0.6097603,-3.712548,210.5819,210.1432,0,-27.76627,38.62171,-28.86624,36.60561,0,0,39.86174,35.19654,32.33463,39.02952,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.77439,-1.524389,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.368,6,-43.97724,-8.433873,25.23045,0.1086547,0.1256189,-0.02046692,-0.02880945,-0.1667728,-0.01476777,1.028777,-0.2793544,0.1247084,0.5202652,-9.909022,3.774044,-0.02085876,10.6034,3.297326,2.8302,0.335715,-0.05383301,0.09102371,56050674,37469788,219.4118,0.367889,0.3678896,0.3185008,0.1856919,0.7191994,-0.3320344,0.7427848,0.8136191,-24.08526,75.52285,-40.74533,0.2155516,0.2142561,0.1844764,0.3367374,0.5231529,-0.3320344,0.6221583,0.7052147,31.01961,-23.88443,210.4767,-3.747878,-0.8547525,2.623604,0.5075454,0.5080867,10122021,80358181,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.1898,210.4767,-0.02085876,-0.02085876,20,2.538773,-0.3049555,-0.3320344,-13.10986,-0.8547525,-0.6097603,-3.747878,210.8121,210.4767,0,-28.08802,39.01961,-23.88443,36.56698,0,0,40.01725,34.91092,32.19838,39.14138,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.77439,-1.524389,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.378,6,-42.07996,-7.06687,25.23278,0.1014272,0.1146029,-0.02087903,-0.02784614,-0.1535698,-0.01628327,1.028191,-0.2793544,0.1247084,0.5202652,-9.907179,3.781161,-0.02416992,10.60421,3.297326,2.8302,0.335715,-0.05383301,0.09102371,56050674,37469788,219.4085,0.3687847,0.3687849,0.3194106,0.1829578,0.7041266,-0.3304356,0.7275079,0.7990341,-24.42765,75.43457,-40.58578,0.2169673,0.2155823,0.1853733,0.3340034,0.5080801,-0.3304356,0.6080326,0.6920197,31.34446,-23.34686,210.7309,-3.813818,-1.292292,2.623758,0.5077767,0.5083947,10122021,80358191,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.1504,210.7309,-0.02416992,-0.02416992,20,2.491271,-0.3049555,-0.3304356,-13.10986,-1.292292,-0.7317123,-3.813818,211.0392,210.7309,0,-28.52189,39.34446,-23.34686,36.53779,0,0,39.97658,34.77991,32.19597,39.19872,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.77439,-1.829267,-22.71342,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.86239,0,0x00000000,19.99075,99,0,0x00000000,0
413.388,6,-39.59423,-5.064854,24.65313,0.04761495,0.01243604,-0.04256421,-0.0352685,-0.0384393,-0.03959322,1.040895,-0.2793544,0.1247084,0.5202652,-9.905366,3.788183,-0.02745056,10.60503,3.297326,2.8302,0.335715,-0.05383301,0.09102371,56050674,37469788,219.4052,0.369692,0.3696918,0.320329,0.1794953,0.7003542,-0.3265488,0.72299,0.793315,-24.307,75.62496,-40.81815,0.2183306,0.2169166,0.1862678,0.3305408,0.5043076,-0.3265488,0.6029788,0.6857241,31.11766,-23.4512,210.9792,-3.858015,-1.704828,2.623916,0.5080117,0.5086895,10122021,80358201,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.1115,210.9792,-0.02745056,-0.02745056,20,2.468607,-0.3049555,-0.3265488,-12.98791,-1.704828,-0.7317123,-3.858015,211.2694,210.9792,0,-28.43818,39.11766,-23.4512,36.47036,0,0,39.76753,34.73822,32.27993,39.09576,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.46951,-1.829267,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.66262,0,0x00000000,19.99075,99,0,0x00000000,0
413.398,6,-35.40838,-1.85158,21.64041,0.1805089,-0.1638163,-0.0545066,-0.2407911,0.04435174,-0.03680086,1.065314,-0.2793544,0.1247084,0.5202652,-9.903689,3.795209,-0.03070068,10.60597,3.297326,2.8302,0.335715,-0.05383301,0.09102371,56050674,37469788,219.4019,0.3706111,0.3706102,0.3212561,0.1558601,0.7047079,-0.3229361,0.7217379,0.7906917,-24.10577,77.52868,-42.54142,0.219638,0.2182982,0.1871644,0.3069056,0.5086614,-0.3229361,0.594077,0.6761769,30.92228,-25.29331,211.1966,-3.869398,-2.073541,2.624084,0.5082526,0.5089618,10122021,80358211,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.0728,211.1966,-0.03070068,-0.03070068,20,2.434237,-0.3049555,-0.3229361,-12.98791,-2.073541,-0.7317123,-3.869398,211.4996,211.1966,0,-28.5282,38.92228,-25.29331,36.40131,0,0,38.98834,35.16792,32.79622,38.65276,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.46951,-1.829267,-23.0183,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.66262,0,0x00000000,19.99075,99,0,0x00000000,0
413.408,6,-29.11414,2.640743,21.8843,0.1481339,-0.01255761,0.008377373,-0.131,-0.06847797,0.0187912,0.9922779,-0.2793544,0.1247084,0.5202652,-9.902195,3.802222,-0.03393555,10.60709,3.297326,2.8302,0.335715,-0.05383301,0.09102371,56050674,37469788,219.3987,0.371542,0.3715402,0.322192,0.1430012,0.6979871,-0.32478,0.7124853,0.7830181,-24.50544,78.42168,-43.14753,0.2209876,0.2196341,0.1880536,0.2940467,0.5019405,-0.32478,0.5817283,0.6662505,31.34748,-25.7775,211.4148,-3.834522,-2.379318,2.624264,0.5085002,0.5092059,10122021,80358221,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,339.0347,211.4148,-0.03393555,-0.03393555,20,2.398502,-0.3049555,-0.32478,-12.98791,-2.379318,-0.7317123,-3.834522,211.7268,211.4148,0,-29.17471,39.34748,-25.7775,36.4394,0,0,38.7621,35.15567,32.84452,38.99529,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.46951,-1.829267,-22.71342,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.66262,0,0x00000000,19.99075,99,0,0x00000000,0
413.418,6,-21.80738,8.532703,22.27527,0.06082573,0.1557846,-0.03625107,0.02674754,-0.1667011,-0.03888857,1.052516,-0.1696877,0.09470839,0.5455985,-9.900752,3.80912,-0.04032898,10.60822,3.297326,2.807286,0.335715,-0.07940674,0.09102371,56050674,37469788,219.3923,0.3724849,0.3724821,0.31663,0.1456257,0.6816253,-0.3218865,0.6970078,0.7677439,-24.78806,77.94037,-42.58413,0.2224222,0.2209532,0.1880023,0.2966712,0.4855788,-0.3218865,0.5690348,0.6537672,31.55932,-24.74981,211.6341,-3.739588,-2.611856,2.624408,0.508757,0.5094137,10122021,80358231,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,338.9971,211.6341,-0.04032898,-0.04032898,20,2.353562,-0.3049555,-0.3218865,-12.98791,-2.611856,-0.7926883,-3.739588,211.9539,211.6341,0,-29.49559,39.55932,-24.74981,36.38415,0,0,38.39251,34.959,32.77591,39.40916,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-32.46951,-1.981705,-22.71342,-10.16518,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,10.66262,0,0x00000000,19.99075,99,0,0x00000000,0
